id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
138,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,3,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,4,0.17,4,6,4,5,6,50,2,FALSE
139,9,6,12,0,14,5,0.33,6,2.33,5,1,24,5,1,3,1,17.23,16.36,4614.98,0.09,60,0.06,256.39,282.03,1,4,7,21,0.29,24,36,11,15,17,80,15,FALSE
140,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.25,2,4,2,4,4,50,2,FALSE
141,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
142,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,1,9.06,3.5,110.95,0.01,10,0.29,6.16,31.7,1,0,0,3,0.2,2,8,2,7,5,66.67,3,FALSE
143,9,1,16,0,16,5,0.26,8,2,2,0.4,18,1,0,3,1,16.91,18.7,5913.82,0.11,72,0.05,328.55,316.25,0.2,4,8,15,0.24,34,38,10,11,21,84.21,19,FALSE
144,3,1,1,0,4,2,1,2,2,2,1,6,1,0,1,1,6.97,5,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,6,0.4,5,6,3,6,5,50,2,FALSE
145,1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,2,0.2,3,6,2,5,5,66.67,3,FALSE
146,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
147,3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,4,13.33,6,479.73,0.03,21,0.17,26.65,79.95,0.5,1,2,6,0.33,9,12,6,8,6,66.67,3,FALSE
148,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.25,3,5,3,5,4,50,2,FALSE
149,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,8,3,72,0.01,8,0.33,4,24,1,0,0,2,1,2,6,2,6,1,0,0,FALSE
150,3,0,1,14,4,2,1,2,2,1,0.5,5,1,0,1,3,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0.5,1,2,5,0.11,2,5,2,5,18,93.75,2,FALSE
151,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,50,2,FALSE
152,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
153,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,0.25,1,5,1,5,4,50,2,FALSE
154,1,2,2,0,0,1,0.33,0,0,1,1,3,1,0,1,0,10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,1,0,0,4,0.2,2,5,2,3,5,66.67,3,FALSE
155,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
156,53,8,67,0,86,27,0.34,34,2.53,16,0.59,110,18,0,12,2,27.43,62.5,107141.35,0.57,314,0.02,5952.3,1714.26,0.67,26,43,85,0.33,125,189,22,22,82,84.81,79,FALSE
157,3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,2,7,6,252,0.01,14,0.17,14,42,0.5,2,3,5,0.5,4,10,2,6,4,50,2,FALSE
158,5,3,4,0,6,3,0.6,2,3,3,1,10,3,1,1,2,11.29,9,914.21,0.03,26,0.11,50.79,101.58,1,2,3,9,0.43,9,17,5,10,7,80,5,FALSE
159,27,7,89,21,40,16,0.16,20,2,16,1,106,16,1,8,2,53.43,36.9,72748.05,0.66,353,0.03,4041.56,1971.49,1,10,20,92,0.13,123,230,30,18,120,93.22,97,FALSE
160,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,FALSE
161,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
162,5,3,13,0,8,3,0.18,4,2,3,1,11,1,0,4,3,15.13,20.3,6236.01,0.1,67,0.05,346.44,307.19,0.33,2,4,10,0.15,29,38,10,14,20,76.47,17,FALSE
163,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
164,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
165,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.25,3,5,3,5,4,50,2,FALSE
166,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,2,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.14,2,6,2,5,7,50,2,FALSE
167,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,50,2,FALSE
168,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
169,1,0,1,1,0,1,0.5,0,0,1,1,1,1,0,1,1,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,2,0.2,3,4,3,4,5,66.67,2,FALSE
170,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,1,0,0,3,0.25,5,9,4,7,4,50,2,FALSE
171,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
172,5,2,13,1,0,4,0.27,0,0,4,1,10,1,0,2,2,19.33,10,1932.62,0.06,44,0.1,107.37,193.26,0.25,0,0,8,0.21,15,29,9,12,19,87.5,15,FALSE
173,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,3,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,1,0,0,3,0.33,5,4,4,1,3,0,1,FALSE
174,1,2,2,0,0,1,0.33,0,0,1,1,4,1,0,1,1,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,1,0,0,5,0.2,5,12,4,9,5,66.67,3,FALSE
175,1,2,4,0,0,1,0.2,0,0,1,1,9,1,0,1,2,14.04,30,12634.87,0.14,101,0.03,701.94,421.16,1,0,0,10,0.14,48,53,8,10,7,80,5,FALSE
176,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.17,3,5,3,5,6,50,2,FALSE
177,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
178,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,1,1,4,1,4,1,0,0,FALSE
179,5,0,1,0,6,3,1.5,2,3,1,0.33,8,3,1,1,1,7.52,7.88,466.26,0.02,16,0.13,25.9,59.21,1,2,3,7,0.75,7,9,4,9,4,50,2,FALSE
180,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,3,12.18,3,109.62,0.01,11,0.33,6.09,36.54,1,0,0,3,0.25,4,7,4,6,4,66.67,3,FALSE
181,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.25,3,5,3,5,4,50,2,FALSE
182,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,50,2,FALSE
183,1,1,1,4,0,1,0.5,0,0,1,1,2,1,0,1,0,10.87,3.5,133.19,0.01,11,0.29,7.4,38.05,1,0,0,3,0.13,4,7,4,7,8,83.33,2,FALSE
184,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,1,0,0,3,0.25,5,9,4,7,4,50,2,FALSE
185,3,1,2,0,4,2,0.67,2,2,2,1,5,1,0,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,0.5,1,2,5,0.4,3,6,3,6,5,66.67,3,FALSE
186,1,1,1,4,0,1,0.5,0,0,1,1,2,1,0,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.13,2,4,2,4,8,83.33,2,FALSE
187,1,2,3,0,0,1,0.25,0,0,1,1,4,1,0,1,1,25.09,2.86,204.86,0.02,20,0.35,11.38,71.7,1,0,0,5,0.17,8,12,7,5,6,75,4,FALSE
188,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
189,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
190,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,2,0.33,3,5,3,5,3,50,2,FALSE
191,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1,0,0,4,0.25,5,7,5,5,4,50,2,FALSE
192,1,0,1,1,0,1,0.5,0,0,1,1,1,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,0,0,2,0.2,1,6,1,5,5,66.67,2,FALSE
193,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,20,0.5,5,0,5,2,0.28,10,1,0,0,3,0.33,3,2,3,1,3,0,1,FALSE
194,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,5.05,5,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50,2,FALSE
195,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0.5,1,0,1,0,2,0,1,FALSE
196,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,2,0.33,3,5,3,5,3,50,2,FALSE
197,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,50,2,FALSE
198,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
199,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.5,1,3,1,3,2,0,0,FALSE
200,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,5.05,5,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50,2,FALSE
201,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,FALSE
202,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
203,7,2,14,0,12,4,0.24,6,2,2,0.5,15,1,0,3,5,15.95,27.3,11891.1,0.15,95,0.04,660.62,435.57,0.25,3,6,13,0.2,39,56,10,14,20,82.35,17,FALSE
204,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
205,9,6,10,3,16,5,0.42,8,2,5,1,22,4,0,2,0,24.97,11.05,3049.11,0.09,61,0.09,169.39,275.94,0.8,4,8,19,0.29,17,44,10,13,17,86.67,12,FALSE
206,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
207,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,1,2,4,2,4,1,0,0,FALSE
208,7,3,12,0,12,4,0.27,6,2,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,69,0.04,446.86,324.33,0.25,3,6,14,0.24,31,38,10,16,17,80,15,FALSE
209,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,2,0.33,3,5,3,5,3,50,2,FALSE
210,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,50,2,FALSE
211,1,2,2,1,0,1,0.33,0,0,1,1,3,1,0,1,0,10.36,4.5,209.72,0.02,13,0.22,11.65,46.6,1,0,0,4,0.17,3,10,3,9,6,75,3,FALSE
212,1,0,7,2,0,1,0.13,0,0,1,1,1,1,0,1,3,20.31,27.38,15217.05,0.19,146,0.04,845.39,555.87,1,0,0,2,0.07,73,73,8,6,15,90,8,FALSE
213,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,FALSE
214,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
215,1,0,2,2,0,1,0.33,0,0,1,1,1,1,0,1,0,11.63,2,46.53,0.01,9,0.5,2.58,23.26,1,0,0,2,0.14,4,5,3,3,7,80,3,FALSE
216,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,50,2,FALSE
217,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,1,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,3,0.2,3,5,3,4,5,66.67,3,FALSE
218,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
219,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,FALSE
220,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
221,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,3,0.2,3,6,2,5,5,66.67,3,FALSE
222,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.67,4.5,135,0.01,10,0.22,7.5,30,1,0,0,3,0.2,3,7,2,6,5,66.67,3,FALSE
223,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
224,3,3,3,0,4,2,0.5,2,2,2,1,7,1,0,1,2,11.98,7.5,673.94,0.03,23,0.13,37.44,89.86,0.5,1,2,7,0.33,10,13,6,9,6,75,4,FALSE
225,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,15,2,60,0.01,10,0.5,3.33,30,1,0,0,2,0.25,4,6,4,4,4,50,2,FALSE
226,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
227,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,3,0.33,3,8,3,7,3,50,2,FALSE
228,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
229,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
230,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.25,0,1,0,1,4,50,1,FALSE
231,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
232,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,50,2,FALSE
233,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
234,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
235,9,0,13,3,14,5,0.33,6,2.33,1,0.2,15,3,0,2,4,18.91,16.35,5053.15,0.1,63,0.06,280.73,309.13,0.6,4,7,12,0.25,25,38,13,17,20,88.89,15,FALSE
236,7,0,9,17,12,4,0.36,6,2,1,0.25,14,1,0,2,0,15.85,10,1584.57,0.05,38,0.1,88.03,158.46,0.25,3,6,12,0.13,16,22,8,10,30,92.86,11,FALSE
237,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
238,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
239,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,3,0.2,3,6,2,5,5,66.67,3,FALSE
240,3,2,8,2,4,2,0.2,2,2,2,1,8,1,0,2,5,16.21,18.15,5341.28,0.1,67,0.06,296.74,294.29,0.5,1,2,8,0.12,33,34,10,11,17,83.33,10,FALSE
241,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
242,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,8,3,72,0.01,8,0.33,4,24,1,0,0,2,1,2,6,2,6,1,0,0,FALSE
243,5,3,0,0,8,3,1,2,4,3,1,9,1,0,0,2,10.3,11,1246.3,0.04,29,0.09,69.24,113.3,0.33,3,4,8,3,11,18,5,10,1,0,0,FALSE
244,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
245,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,1,2,0,2,0,1,0,0,FALSE
246,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1,0,0,4,0.25,5,7,5,5,4,50,2,FALSE
247,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
248,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,0,6,2,24,0,6,0.5,1.33,12,1,0,0,3,0.2,4,2,2,2,5,66.67,3,FALSE
249,3,0,2,0,4,2,0.67,2,2,1,0.5,5,1,0,1,3,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,0.5,1,2,5,0.33,5,11,3,8,6,66.67,3,FALSE
250,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,4,0.25,4,6,4,5,4,50,2,FALSE
251,1,3,2,0,0,1,0.33,0,0,1,1,5,1,0,1,1,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,1,0,0,6,0.2,7,10,6,6,5,66.67,3,FALSE
252,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,50,2,FALSE
253,3,1,6,3,4,2,0.29,2,2,1,0.5,7,1,0,1,2,11.44,10.71,1313.83,0.04,30,0.09,72.99,122.62,0.5,1,2,7,0.15,15,15,7,10,13,90,7,FALSE
254,1,3,1,0,0,1,0.33,0,0,1,1,4,1,0,2,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,5,0.2,2,1,2,1,5,33.33,3,FALSE
255,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
256,10,14,22,0,12,6,0.22,6,2,6,1,35,1,0,5,2,28.73,23.21,15477.01,0.22,128,0.04,859.83,666.81,0.17,3,6,31,0.21,49,79,19,18,29,81.48,27,FALSE
257,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,1,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,4,0.25,3,5,3,4,4,50,2,FALSE
258,6,5,16,1,4,4,0.2,2,2,3,0.75,15,1,0,4,2,15.54,13,2626.61,0.07,46,0.08,145.92,202.05,0.25,1,2,13,0.17,16,30,8,13,23,80.95,20,FALSE
259,1,3,7,0,0,1,0.13,0,0,1,1,4,1,0,1,4,24.75,1.33,44,0.01,11,0.75,2.44,33,1,0,0,5,0.07,8,3,6,2,14,87.5,8,FALSE
260,9,4,11,0,14,5,0.33,6,2.33,4,0.8,16,4,0,4,4,17.47,10.39,1885.8,0.06,42,0.1,104.77,181.52,0.8,4,7,13,0.28,17,25,9,11,18,73.33,15,FALSE
261,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,9.87,6.75,449.6,0.02,18,0.15,24.98,66.61,0.5,1,2,7,0.29,6,12,4,9,7,80,5,FALSE
262,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,9.05,2,36.19,0.01,7,0.5,2,18.09,1,0,0,2,1,2,5,2,4,1,0,0,FALSE
263,1,1,2,0,0,1,0.25,0,0,1,1,2,1,0,2,0,7.2,2.5,45,0.01,9,0.4,2.5,18,1,0,0,3,0.17,5,4,2,2,6,50,4,FALSE
264,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,FALSE
265,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,1,1,4,1,4,1,0,0,FALSE
266,3,3,6,0,4,2,0.25,2,2,2,1,7,1,0,2,1,16.65,4.67,362.64,0.03,21,0.21,20.15,77.71,0.5,1,2,7,0.2,8,13,6,7,10,75,8,FALSE
267,1,0,1,1,0,1,0.5,0,0,1,1,1,1,0,1,6,27.47,1.5,61.81,0.01,13,0.67,3.43,41.21,1,0,0,2,0.1,6,7,6,3,10,66.67,2,FALSE
268,3,3,4,0,4,2,0.4,2,2,1,0.5,8,1,0,1,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,8,0.29,9,12,5,8,7,80,5,FALSE
269,7,4,17,0,12,4,0.2,6,2,2,0.5,18,1,0,3,1,21.14,17.77,6674.76,0.13,79,0.06,370.82,375.64,0.25,3,6,16,0.18,33,46,13,14,22,85,20,FALSE
270,5,4,3,0,8,3,0.75,4,2,3,1,13,1,0,1,1,14.36,8.36,1002.86,0.04,30,0.12,55.71,120,0.33,2,4,12,0.5,13,17,7,9,6,75,4,FALSE
271,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,20,0.5,5,0,5,2,0.28,10,1,0,0,3,0.33,3,2,3,1,3,0,1,FALSE
272,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
273,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
274,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
275,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
276,1,2,2,0,0,1,0.33,0,0,1,1,3,1,0,1,4,20.76,2.5,129.72,0.02,15,0.4,7.21,51.89,1,0,0,4,0.11,6,9,6,5,9,66.67,3,FALSE
277,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,6,20.3,4.81,470.05,0.03,25,0.21,26.11,97.67,1,0,0,3,0.14,11,14,8,7,7,66.67,3,FALSE
278,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,50,2,FALSE
279,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,13.84,3,124.54,0.01,12,0.33,6.92,41.51,1,0,0,3,0.25,5,7,5,6,4,50,2,FALSE
